Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,16,1,5,0,6,0,3,0,10,1,42,50 3
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,2,0,1,0,3,0,"11 (including ""3"" Supernumerary)",50 3
,,,Total Seats,20,1,6,0,8,0,4,0,13,1,53,50 3
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,2,5,1,9,1,4,1,16,1,65,75 7
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),7,0,2,0,2,0,1,0,5,0,"17 (including ""7"" Supernumerary)",75 7
,,,Total Seats,32,2,7,1,11,1,5,1,21,1,82,75 7
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,26,1,5,1,9,1,5,1,17,1,67,75 10
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),7,0,2,0,3,0,1,0,5,0,"18 (including ""10"" Supernumerary)",75 10
,,,Total Seats,33,1,7,1,12,1,6,1,22,1,85,75 10
Indian Institute of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,5,1,2,0,2,0,1,0,5,0,16,20 0
Indian Institute of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,"4 (including ""0"" Supernumerary)",20 0
,,,Total Seats,7,1,2,0,3,0,1,0,6,0,20,20 0
Indian Institute of Technology Indore,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,4,1,2,0,8,1,32,40 0
Indian Institute of Technology Indore,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",40 0
,,,Total Seats,15,1,4,0,5,1,3,0,10,1,40,40 0
